@RELATION bites

@ATTRIBUTE xStandardDev NUMERIC
@ATTRIBUTE yStandardDev NUMERIC
@ATTRIBUTE zStandardDev NUMERIC
@ATTRIBUTE xMean NUMERIC
@ATTRIBUTE yMean NUMERIC
@ATTRIBUTE zMean NUMERIC
@ATTRIBUTE xJerkMean NUMERIC
@ATTRIBUTE yJerkMean NUMERIC
@ATTRIBUTE zJerkMean NUMERIC
@ATTRIBUTE class {Bite, Non-Bite}

@DATA
1.19116614375046,1.1976250620665019,3.459148604672452,5.723270130157471,7.1826904296875,-1.4090249955654144,-0.0022233943399709776,0.0010946203639921146,0.0055242648906203085,Non-Bite
0.7241911466827439,0.6620984922418697,1.0879620954519267,4.860421097278595,8.514760375022888,1.607882047817111,0.022728776419965516,0.012933488388259539,0.003153118993140698,Non-Bite
0.7810661081102326,0.3891441565717128,0.7526028060804908,2.9188405215740203,8.772865986824035,3.105439293384552,1.9763674955162544E-4,3.3366536147199624E-4,5.322016827533781E-4,Non-Bite
0.6038577812085849,0.3596719710100285,0.2476882061726047,0.38273177817463877,7.189500522613526,6.728451776504516,5.31043831321041E-4,-3.47429199787178E-4,2.6562834121116237E-5,Non-Bite
0.5878974736608881,0.13417770479252497,0.37339630792127804,5.559825968742371,-0.4079294167459011,8.379237961769103,-6.536936890957127E-4,6.074129797092702E-5,-7.523396286770137E-5,Non-Bite
2.660259583209416,4.013886881442868,2.601021421825125,3.497024291753769,2.719983499497175,8.18310491591692,-0.0012636500903183785,-0.10718525831566808,0.009762781502564079,Non-Bite
2.021555582447898,1.87229142920613,1.835395586724982,-2.8371184185147285,4.374174666404724,7.904568767547607,-0.0023262057653204,6.699964723630903E-4,5.144527541662499E-4,Non-Bite
1.9015433385753628,0.40485385991057155,1.3215700888331516,0.8955378495156765,6.0562875986099245,7.001539731025696,8.172209773744868E-4,5.74000562940325E-4,0.0019165774754115496,Non-Bite
0.5580288400304705,0.3598575922471638,0.3487520251173726,-2.2310129702091217,6.211559534072876,6.998815679550171,-0.0013098814793565537,-2.920886890053916E-4,-4.3542277652171773E-4,Non-Bite
3.0140031302273664,0.6325122997991279,1.2511004494687057,0.03473187983036041,5.696029472351074,7.1336571216583256,0.006313097882393248,-2.859670942237062E-4,6.253787377078768E-4,Non-Bite
0.4954437560752091,0.11276132418694766,0.6785513414175247,-9.060255312919617,2.9637876868247988,1.9293222367763518,0.05989386714763523,0.011344547988949242,0.06357456208870163,Non-Bite
0.38929600830917455,0.5340600557858306,0.24871500714915154,-2.177212578058243,-1.563615895807743,9.494063520431519,-8.755939347403388E-5,-9.242378813879831E-4,-1.362037658691406E-4,Non-Bite
7.134175585592072,7.048645551500265,3.823887566746872,-3.029165282845497,3.3771651636809112,4.803215605020523,0.006936648573194232,0.003774781908307759,-3.307798930576876E-4,Non-Bite
1.7592765155122245,0.28377633257639484,0.5437527132044212,-1.8186407358873458,-0.6913947938453584,9.586130460103353,-4.21755216839889E-4,-3.9191455723654997E-4,-4.779922743624092E-4,Bite
1.0651728237845661,1.0689101027693022,2.24302805715898,1.994699937477708,1.2176590856164693,9.162407875061035,0.0011734086992060068,-0.0014763318594602102,-4.913605531180996E-4,Bite
1.4404352990305636,1.3846172225012074,1.6008434095966544,2.4135255952365697,0.04018001900985837,9.803926301002502,0.0018020433221088,0.001183888555546902,-0.002217759041797827,Bite
1.5312905915993533,0.7392408597766156,2.4110819770828664,2.3399757500737906,1.3749741118401289,9.083409857749938,0.004919948904609466,0.011890558275877781,-0.018682850013728373,Bite
1.1025372535256395,1.292021193819294,1.551853226234197,3.610073137283325,-0.23835610523819922,9.289077067375183,0.0014856975851040102,-5.043416837378767E-4,-0.0013980000845300118,Bite
1.3761236638526124,0.6219534583810801,0.8999133899928126,1.722974003944546,-0.17434045299887657,9.870665979385375,-9.725483935326878E-4,-5.753288819990082E-4,1.0524188558305798E-4,Bite
1.1754089761813418,1.138521567283819,2.147191864030226,2.5463239971548317,0.6735261960886418,9.42051341533661,-7.605616829198057E-4,-6.013042347590041E-4,3.757282560121206E-4,Bite
1.8632789803968517,0.7140505403387334,2.273081643086902,3.3437953487038614,0.22745980843901634,8.51476035118103,-0.0011471826653474898,5.037518926489525E-4,0.001584252575037344,Bite
1.815905879834437,1.3393136320491854,1.685275104164083,3.945133697986603,0.8042815406806767,7.941343700885772,3.527499513240746E-4,-1.2644134962827257E-4,0.0029240325384552665,Bite
2.160736272080014,0.9285231830719761,2.4031158264289614,2.676398328319192,1.251709957420826,8.346549153327942,-4.0361793467850104E-4,0.002077910251961297,2.0910946600421858E-4,Bite
1.313692805116475,0.559033559344894,1.28188001984669,2.5395138692110777,0.1457377222366631,9.54718267917633,9.153434034245928E-4,7.526957779416513E-4,-0.0010433229786179176,Bite
1.5099775586853807,1.1735087452822548,1.4706942607417217,-1.541823348402977,1.0521718546748162,9.344920539855957,-0.003799181458600611,4.036494326993056E-4,-7.446069892077361E-4,Bite
2.0691930848621545,1.6087896644704123,1.260161772385796,-3.271607521176338,3.4268794804811478,8.082995343208314,0.00171825843613017,0.0024125435708317383,-0.0013525559173580143,Bite
2.3492193817823033,1.8587182694007953,1.4237392665774984,-3.379208263754845,3.322683814074844,7.896396589279175,4.7096183696863317E-4,0.0019006887122756707,9.748609368883238E-4,Bite
1.5909353067577723,1.777903601678015,1.9360895009885937,-3.9512628316879272,5.347348541021347,6.11757915019989,8.983140921103635E-4,0.001999661770433498,-0.0014335407320454862,Bite
2.335909396354359,1.5431732181309754,1.6757139848079166,-3.799396002292633,4.736475920677185,6.685547709465027,0.0014974067861463418,0.00259450000521382,-0.003498626583400282,Bite
1.7063282958295571,1.4808049363711935,1.2777026111998344,-3.2341515839099886,3.8068871915340425,8.086400437355042,2.399775143764939E-4,0.002754511850721696,-3.159481403874417E-4,Bite
2.1332503463855264,1.9854004678261457,2.008255954262156,-5.605454134941101,3.313149592280388,6.25582572221756,-9.588287784089769E-4,0.0036384037353334626,-0.0014870810185001891,Bite
0.24493442525345074,0.07840873377166219,0.2078876562743182,1.7672401189804077,-0.3623012531548738,9.803926277160645,-3.4711860289224393E-4,3.074370256615994E-5,-1.520792016236677E-4,Bite
1.942052897764831,0.9973266555142692,1.079634008964439,-4.972788977622986,1.8455571129918098,8.221241927146911,-0.0035052827198279084,6.56162790718971E-4,-6.851730131657017E-4,Bite
1.9565888508373122,1.2202955157399666,0.6370943632176077,-0.7465247661762294,5.508457751501174,6.854926472618466,-0.0011438396850771543,-7.787026257722486E-4,2.4210304239552995E-4,Bite
1.3367583951797188,3.1689459245014238,2.2953886665381553,-1.6378468308597802,5.0531489830464125,6.93548104763031,-2.918645739555378E-5,-0.005224376107965197,0.0031715955053056985,Bite
1.3951146064784978,2.8037130327025173,2.2965952812534045,-1.9531578421592712,3.7040535911917685,7.78607177734375,-2.4322049958365325E-4,0.00415420617376055,-0.0026851541655404233,Bite
1.5847782372432084,2.7338866975221747,2.393383878717538,-0.2329079537652433,4.3401238232851025,7.496639370918274,-0.001633233649727482,0.0038394501324600415,-0.0033910179260620765,Bite
1.7521150164563737,2.8078057386833972,1.9060532641309096,-1.7454475428909064,4.876765449717641,7.1983537673950195,5.537324967570801E-4,-0.0050404956641196385,0.00300121703541533,Bite
2.898311410235368,3.1049045690232715,1.8823024671586448,-0.9697687551379204,5.489000138267874,6.436976313591003,-0.002782442442008427,-0.00571081711777619,0.003093764781951905,Bite
1.343033089525431,2.2723846329230204,1.8968987975301561,-1.7413614481687545,0.27853612788021564,9.246854031085968,-1.97413961092631E-4,-0.005315989294932002,0.00338927740142459,Bite
1.4944462387742892,1.0979842019024693,0.4386613388397468,-1.080774600058794,-0.30781986797228456,9.805969285964967,0.0026516744511764856,-0.0026611429499824803,7.917575605640128E-4,Bite
1.9852450285494956,2.736007040173213,1.8638235299246135,-1.6507861629128455,5.31942676268518,6.795191526412964,-0.0014593229336397986,-0.005058986283838749,0.0031424086434500556,Bite
2.006879066270115,3.0242276223977522,2.0497147035709142,-2.2514434576034548,4.734432889521122,6.825156188011169,-8.172208922249925E-4,-0.0054578678948538645,0.0026559676442827495,Bite
2.70407435023389,2.6531663492500597,1.6667761187946788,-4.827051201462746,2.6375802963972093,7.0267374277114865,-0.004450298558807754,-0.005286893621293474,0.001546265033099768,Bite
2.6551486503117605,3.546436952850891,2.2175811553279945,-5.680366045236587,3.8933764178305865,4.807301743328571,0.02458719399923775,-0.006971119261893989,0.029963800230430375,Bite
2.7708019179113745,2.1546640968286486,0.7061346053250865,-4.685399615764618,5.693305292725563,4.585971105098724,-0.003502375057765417,-0.002548950697694506,3.01593371800014E-4,Bite
2.6327975773442143,3.456616325479051,1.996497978329158,-5.6994344830513,2.825541088078171,5.580937474966049,8.269497326442169E-4,-0.00584702070270266,0.0036580359935760504,Bite
2.0711182354372113,2.8194429161001886,1.6450876776011043,-5.473336684703827,5.5353093385696415,4.0997246444225315,-0.001780374050140381,-0.004592002970831735,0.002597594772066389,Bite
1.9315463229917995,1.9130606543796318,1.1243040117854473,-7.132976102828979,5.234299670159817,2.715216316282749,0.00448498589651925,0.004455799609422684,0.0016052552631923133,Bite
3.3115617736713387,1.2749422418081218,3.3364248953080327,-6.426080095767975,1.3981287099421025,5.644953066110611,-4.086102758135117E-4,0.001751187699181693,-0.0018290182522365018,Bite
2.4982416015116784,2.055443013615145,0.9537249067586282,-6.542534005641937,5.121931733191014,2.8752554059028625,0.002762985229492187,0.0031229510264737274,2.8213569096156523E-4,Bite
2.918365608566911,2.5441317417359053,2.1485401407118827,-5.816569536924362,4.856334961950779,4.284280359745026,-0.002967290026800973,0.003609392046928405,-0.0024808491979326523,Bite
2.2680041968378153,1.9458299558506822,1.0315907194252913,-7.2378528118133545,4.752820345759392,2.8909187853336333,-0.002908639069221743,-0.0072127181554496,-0.005854976230844529,Bite
1.7208947255480058,1.2450693267594113,1.6203634266483846,-3.386926457285881,3.8007255849384127,7.696145080384754,-1.4824867248535125E-4,0.0021125436640110134,-0.0012045205044908598,Bite
1.4018845033118659,1.348559562529098,1.1472739884367007,-1.4342226210981608,4.51786936223507,7.462588477134704,-6.206764822659415E-4,-0.0012290782951044706,6.502740187021048E-4,Bite
1.0644828732883216,2.482666487850858,1.8427039873402302,-0.4991857402957976,0.27989813685417175,9.028247427940368,0.0015133395382781027,-0.004268628573621007,0.0029322949960541877,Bite
0.6272255138999139,0.865357419323403,1.0521775242858253,-0.051757318433374166,-0.9547863747924566,9.995292139053344,3.557834464457627E-5,-0.002384806400109686,-3.3522190267748424E-5,Bite
1.0004650756782867,2.942753205412442,2.0505001432588728,-0.7021289382129907,1.2728215038776398,8.976490116119384,0.001665591422402134,-0.006226256011074911,0.001791799036455924,Bite
2.0529279007940544,2.238270741297976,1.6512101173398628,-3.283184826374054,5.024546253681183,6.0780802249908445,-0.002169526985713414,-0.004066646780286517,0.0012647465297154017,Bite
1.3973008113965928,3.24274244659118,2.1596601608596133,-1.8258076012134552,2.9202025059610603,8.066650891304016,2.686889635047233E-5,-0.004739706552318397,0.0029602380199764424,Bite
1.4863804496115063,2.275536935501481,2.1294092839623118,-3.5188168048858643,5.184585365653038,6.100553786754608,8.464072431836811E-4,-0.0042612232054982865,0.0038331546102251327,Bite
0.8593767605848344,1.3372925699914715,0.8503534607788248,-5.179137229919434,5.969117394089698,5.007520794868469,-3.7053021147482647E-4,0.004111118498607234,-0.0027878182190906675,Bite
1.4898785278338809,1.0871262479964734,1.0269405218275076,-7.430580753087997,2.6430284917354583,5.029313337802887,0.0055298065791427485,0.0024142164764520465,-5.794865599325412E-4,Bite
1.3105903633704492,0.6705234351947269,1.6210609909132832,-7.9161460399627686,3.397595727443695,3.306339406967163,-0.0019360351562500006,0.0010117971897125244,-0.003473188536507742,Bite
2.1859977191766773,1.8907420878350543,1.4058086143331978,-8.484795546531677,3.0066917508840563,3.037337552011013,1.4334224756944476E-4,-0.0025226834437699686,8.036146518798536E-4,Bite
1.5807269288479104,0.9988969788181724,2.599488570283325,-8.147692108154297,2.9072632105089724,3.5174548402428627,-0.00370278820602738,0.0027952970558056626,-0.007272619809782092,Bite
2.950691349427834,2.263344059354529,3.2145899023710216,-5.80022509098053,2.4012672886252404,5.860835635662079,-0.0021111537728990826,0.002539221963712147,-0.004183392524719237,Bite
2.760069518102626,1.0065932478754278,2.8646355433911124,-7.59811099767685,2.629408138990402,3.8797560334205627,-0.006498851435525079,0.0013717636040278842,-0.006596140010016306,Bite
3.274463849544554,0.614478479533559,3.1013430379673075,-7.060107296798378,2.54155690073967,3.9975720673799513,-0.0055551559996924234,-7.393903391701834E-4,-0.0030937644413539336,Bite
0.9199069962405165,0.6113742377381608,2.207585979315196,-8.722470664978028,2.238504159450531,3.012139866128564,-0.001595526763371059,0.0012647465297154015,-0.005214647400592055,Bite
2.0342315935939888,1.735217861900852,2.1617173090803843,-7.6192224502563475,3.0114588872529566,4.267254914343357,-0.0012308078481988827,-0.001948597797326548,-8.430331260260504E-4,Bite
3.64074841145811,1.620468086535465,3.662208506893556,-5.495129282772541,2.3856038779020308,5.435199728608131,-0.007315875620568474,6.372327100183248E-4,-0.006435781835995228,Bite
0.38508267643056776,0.35740049835048665,0.706176286690519,-9.403488063812256,2.186746817827225,1.4185592144727708,-2.4322032928466797E-4,2.918652125767304E-5,-0.0015566111675330574,Bite
